Driver_ID,Name,Degree,Degree_Centrality,Betweenness_Centrality,Eigenvector_Centrality
602,La Caze,0,0.0,0.0,1.7191547804409983e-18
603,Guelfi,0,0.0,0.0,1.7191547804409983e-18
604,Picard,0,0.0,0.0,1.7191547804409983e-18
605,Bridger,0,0.0,0.0,1.7191547804409983e-18
606,de Portago,0,0.0,0.0,1.7191547804409983e-18
607,Perdisa,0,0.0,0.0,1.7191547804409983e-18
608,Castellotti,0,0.0,0.0,1.7191547804409983e-18
609,Simon,0,0.0,0.0,1.7191547804409983e-18
610,Leston,0,0.0,0.0,1.7191547804409983e-18
593,Parsons,0,0.0,0.0,1.7191547804409983e-18
592,Reece,0,0.0,0.0,1.7191547804409983e-18
591,Amick,0,0.0,0.0,1.7191547804409983e-18
581,Collins,0,0.0,0.0,1.7191547804409983e-18
574,Constantine,0,0.0,0.0,1.7191547804409983e-18
575,Said,0,0.0,0.0,1.7191547804409983e-18
576,Cade,0,0.0,0.0,1.7191547804409983e-18
577,Musso,0,0.0,0.0,1.7191547804409983e-18
578,Hawthorn,0,0.0,0.0,1.7191547804409983e-18
579,Fangio,0,0.0,0.0,1.7191547804409983e-18
580,Godia,0,0.0,0.0,1.7191547804409983e-18
590,Lewis-Evans,0,0.0,0.0,1.7191547804409983e-18
589,Chiron,0,0.0,0.0,1.7191547804409983e-18
582,Kavanagh,0,0.0,0.0,1.7191547804409983e-18
583,Gerini,0,0.0,0.0,1.7191547804409983e-18
584,Kessler,0,0.0,0.0,1.7191547804409983e-18
585,Emery,0,0.0,0.0,1.7191547804409983e-18
586,Piotti,0,0.0,0.0,1.7191547804409983e-18
587,Ecclestone,0,0.0,0.0,1.7191547804409983e-18
588,Taramazzo,0,0.0,0.0,1.7191547804409983e-18
694,de Riu,0,0.0,0.0,1.7191547804409983e-18
795,Fohr,0,0.0,0.0,1.7191547804409983e-18
696,Barber,0,0.0,0.0,1.7191547804409983e-18
802,Serafini,0,0.0,0.0,1.7191547804409983e-18
788,Fry,0,0.0,0.0,1.7191547804409983e-18
803,Cantrell,0,0.0,0.0,1.7191547804409983e-18
804,Mantz,0,0.0,0.0,1.7191547804409983e-18
805,Kladis,0,0.0,0.0,1.7191547804409983e-18
806,González,0,0.0,0.0,1.7191547804409983e-18
807,Hülkenberg,0,0.0,0.0,1.7191547804409983e-18
811,Senna,0,0.0,0.0,1.7191547804409983e-18
808,Petrov,0,0.0,0.0,1.7191547804409983e-18
810,di Grassi,0,0.0,0.0,1.7191547804409983e-18
812,Chandhok,0,0.0,0.0,1.7191547804409983e-18
814,di Resta,0,0.0,0.0,1.7191547804409983e-18
816,d'Ambrosio,0,0.0,0.0,1.7191547804409983e-18
813,Maldonado,0,0.0,0.0,1.7191547804409983e-18
815,Pérez,0,0.0,0.0,1.7191547804409983e-18
817,Ricciardo,0,0.0,0.0,1.7191547804409983e-18
818,Vergne,0,0.0,0.0,1.7191547804409983e-18
819,Pic,0,0.0,0.0,1.7191547804409983e-18
791,Biondetti,0,0.0,0.0,1.7191547804409983e-18
801,Pozzi,0,0.0,0.0,1.7191547804409983e-18
822,Bottas,0,0.0,0.0,1.7191547804409983e-18
800,Pagani,0,0.0,0.0,1.7191547804409983e-18
780,Branca,0,0.0,0.0,1.7191547804409983e-18
781,Richardson,0,0.0,0.0,1.7191547804409983e-18
783,Grignard,0,0.0,0.0,1.7191547804409983e-18
782,Jover,0,0.0,0.0,1.7191547804409983e-18
787,Harrison,0,0.0,0.0,1.7191547804409983e-18
784,Hampshire,0,0.0,0.0,1.7191547804409983e-18
785,Crossley,0,0.0,0.0,1.7191547804409983e-18
789,Martin,0,0.0,0.0,1.7191547804409983e-18
790,Johnson,0,0.0,0.0,1.7191547804409983e-18
793,Sommer,0,0.0,0.0,1.7191547804409983e-18
792,Pián,0,0.0,0.0,1.7191547804409983e-18
794,Chitwood,0,0.0,0.0,1.7191547804409983e-18
530,Weiler,0,0.0,0.0,1.7191547804409983e-18
796,Ader,0,0.0,0.0,1.7191547804409983e-18
797,Holmes,0,0.0,0.0,1.7191547804409983e-18
798,Levrett,0,0.0,0.0,1.7191547804409983e-18
799,Jackson,0,0.0,0.0,1.7191547804409983e-18
821,Gutiérrez,0,0.0,0.0,1.7191547804409983e-18
824,Bianchi,0,0.0,0.0,1.7191547804409983e-18
697,Bonetto,0,0.0,0.0,1.7191547804409983e-18
843,Hartley,0,0.0,0.0,1.7191547804409983e-18
845,Sirotkin,0,0.0,0.0,1.7191547804409983e-18
846,Norris,0,0.0,0.0,1.7191547804409983e-18
848,Albon,0,0.0,0.0,1.7191547804409983e-18
847,Russell,0,0.0,0.0,1.7191547804409983e-18
849,Latifi,0,0.0,0.0,1.7191547804409983e-18
851,Aitken,0,0.0,0.0,1.7191547804409983e-18
850,Fittipaldi,0,0.0,0.0,1.7191547804409983e-18
